date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-09-12,824224,2026-09-13 01:10,2026-09-12T17:10:00Z,,,科羅拉多洛磯 @ 底特律老虎,底特律老虎,大小分未統一,不推薦,底特律老虎,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.6371,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-12,823737,2026-09-13 07:10,2026-09-12T23:10:00Z,,,辛辛那提紅人 @ 密爾瓦基釀酒人,密爾瓦基釀酒人,大小分未統一,不推薦,密爾瓦基釀酒人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5859,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-12,824630,2026-09-13 02:20,2026-09-12T18:20:00Z,,,匹茲堡海盜 @ 芝加哥小熊,芝加哥小熊,勝方與大小分未統一,不推薦,芝加哥小熊,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.568,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-12,824712,2026-09-13 04:10,2026-09-12T20:10:00Z,,,堪薩斯市皇家 @ 波士頓紅襪,波士頓紅襪,大小分未統一,不推薦,波士頓紅襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5639,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-12,823496,2026-09-13 01:35,2026-09-12T17:35:00Z,,,紐約大都會 @ 紐約洋基,紐約洋基,大小分未統一,不推薦,紐約洋基,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5627,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-12,822768,2026-09-13 03:07,2026-09-12T19:07:00Z,,,巴爾的摩金鶯 @ 多倫多藍鳥,多倫多藍鳥,勝方與大小分未統一,不推薦,多倫多藍鳥,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5497,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-12,823819,2026-09-13 04:10,2026-09-12T20:10:00Z,,,洛杉磯道奇 @ 邁阿密馬林魚,洛杉磯道奇,勝方與大小分未統一,不推薦,洛杉磯道奇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5388,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-12,822927,2026-09-13 06:10,2026-09-12T22:10:00Z,,,休士頓太空人 @ 坦帕灣光芒,坦帕灣光芒,勝方與大小分未統一,不推薦,坦帕灣光芒,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5377,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-12,822685,2026-09-13 04:05,2026-09-12T20:05:00Z,,,洛杉磯天使 @ 華盛頓國民,華盛頓國民,勝方與大小分未統一,不推薦,華盛頓國民,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5291,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-12,824955,2026-09-13 09:40,2026-09-13T01:40:00Z,,,西雅圖水手 @ 運動家,西雅圖水手,勝方與大小分未統一,不推薦,運動家,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5241,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-12,823009,2026-09-13 07:15,2026-09-12T23:15:00Z,,,芝加哥白襪 @ 聖路易紅雀,聖路易紅雀,勝方與大小分未統一,不推薦,聖路易紅雀,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5167,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-12,825035,2026-09-13 08:10,2026-09-13T00:10:00Z,,,德州遊騎兵 @ 亞利桑那響尾蛇,亞利桑那響尾蛇,勝方與大小分未統一,不推薦,亞利桑那響尾蛇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5139,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-12,824870,2026-09-13 07:15,2026-09-12T23:15:00Z,,,費城費城人 @ 亞特蘭大勇士,亞特蘭大勇士,勝方與大小分未統一,不推薦,費城費城人,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5092,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-12,823170,2026-09-13 04:05,2026-09-12T20:05:00Z,,,聖地牙哥教士 @ 舊金山巨人,聖地牙哥教士,勝方與大小分未統一,不推薦,舊金山巨人,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5049,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-12,823657,2026-09-13 04:10,2026-09-12T20:10:00Z,,,克里夫蘭守護者 @ 明尼蘇達雙城,克里夫蘭守護者,勝方與大小分未統一,不推薦,明尼蘇達雙城,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5004,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
