date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-08-07,823024,2026-08-08 08:15,2026-08-08T00:15:00Z,,,科羅拉多洛磯 @ 聖路易紅雀,聖路易紅雀,大小分未統一,不推薦,聖路易紅雀,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.6065,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-07,824727,2026-08-08 07:10,2026-08-07T23:10:00Z,,,運動家 @ 波士頓紅襪,波士頓紅襪,大小分未統一,不推薦,波士頓紅襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5968,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-07,823750,2026-08-08 07:40,2026-08-07T23:40:00Z,,,明尼蘇達雙城 @ 密爾瓦基釀酒人,密爾瓦基釀酒人,大小分未統一,不推薦,密爾瓦基釀酒人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5961,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-07,822863,2026-08-08 08:15,2026-08-08T00:15:00Z,,,巴爾的摩金鶯 @ 德州遊騎兵,德州遊騎兵,大小分未統一,不推薦,德州遊騎兵,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5564,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-07,823836,2026-08-08 07:10,2026-08-07T23:10:00Z,,,洛杉磯天使 @ 邁阿密馬林魚,邁阿密馬林魚,大小分未統一,不推薦,邁阿密馬林魚,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5514,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-07,823515,2026-08-08 07:05,2026-08-07T23:05:00Z,,,亞特蘭大勇士 @ 紐約洋基,紐約洋基,勝方與大小分未統一,不推薦,亞特蘭大勇士,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5428,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-07,823428,2026-08-08 06:40,2026-08-07T22:40:00Z,,,多倫多藍鳥 @ 費城費城人,費城費城人,勝方與大小分未統一,不推薦,費城費城人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5405,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-07,824081,2026-08-08 08:10,2026-08-08T00:10:00Z,,,芝加哥小熊 @ 堪薩斯市皇家,芝加哥小熊,勝方與大小分未統一,不推薦,芝加哥小熊,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5385,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-07,823266,2026-08-08 09:40,2026-08-08T01:40:00Z,,,休士頓太空人 @ 聖地牙哥教士,聖地牙哥教士,勝方與大小分未統一,不推薦,聖地牙哥教士,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5331,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-07,825051,2026-08-08 09:40,2026-08-08T01:40:00Z,,,洛杉磯道奇 @ 亞利桑那響尾蛇,洛杉磯道奇,勝方與大小分未統一,不推薦,亞利桑那響尾蛇,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5231,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-07,823103,2026-08-08 09:45,2026-08-08T01:45:00Z,,,坦帕灣光芒 @ 西雅圖水手,西雅圖水手,勝方與大小分未統一,不推薦,坦帕灣光芒,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5174,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-07,824566,2026-08-08 07:40,2026-08-07T23:40:00Z,,,克里夫蘭守護者 @ 芝加哥白襪,芝加哥白襪,勝方與大小分未統一,不推薦,芝加哥白襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5168,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-07,823191,2026-08-08 10:15,2026-08-08T02:15:00Z,,,底特律老虎 @ 舊金山巨人,底特律老虎,勝方與大小分未統一,不推薦,底特律老虎,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.512,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-07,823349,2026-08-08 06:40,2026-08-07T22:40:00Z,,,紐約大都會 @ 匹茲堡海盜,匹茲堡海盜,勝方與大小分未統一,不推薦,紐約大都會,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5117,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-07,822699,2026-08-08 06:45,2026-08-07T22:45:00Z,,,辛辛那提紅人 @ 華盛頓國民,辛辛那提紅人,勝方與大小分未統一,不推薦,華盛頓國民,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5096,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
